company	deal_year	company_type	amt_raised_millions
Kno2	2021	Enabler	15.00
Komodo Health	2021	Enabler	120.00
Komodo Health	2021	Enabler	44.00
L7 Informatics	2021	Enabler	13.00
Lane Health	2021	Enabler	8.10
Lark	2021	Challenger	100.00
Latica	2021	Enabler	12.00
Leal Health	2021	Enabler	5.00
LifeLink Systems	2021	Enabler	5.50
Lifespark	2021	Challenger	20.00
Lifeview (Laboratory Services)	2021	Challenger	12.00
Lightship	2021	Challenger	50.00
Limbix	2021	Enabler	15.00
Livara Health	2021	Challenger	12.00
Lucem Health	2021	Enabler	6.00
Luma Health	2021	Enabler	130.00
Lumiata	2021	Enabler	14.00
Lyn Health	2021	Challenger	10.00
Lyra Health	2021	Challenger	200.00
Lyra Health	2021	Challenger	186.69
Mahana	2021	Challenger	61.00
Main Street Health	2021	Challenger	27.00
Mammoth Biosciences	2021	Enabler	150.00
Marley Medical	2021	Challenger	9.00
Maven	2021	Challenger	110.00
Med Claims Compliance	2021	Enabler	5.70
Medable	2021	Enabler	304.00
Medable	2021	Enabler	151.56
Medallion	2021	Enabler	30.00
Medallion	2021	Enabler	16.61
MedArrive	2021	Challenger	32.84
MedCare Partners	2021	Challenger	7.17
Medchart	2021	Enabler	17.00
Medically Home	2021	Challenger	100.00
Medici	2021	Challenger	28.50
Medicom (Medical Records Systems)	2021	Enabler	21.84
Medisafe	2021	Enabler	30.00
Medly Pharmacy	2021	Challenger	225.00
MedMinder	2021	Enabler	30.00
Medmo	2021	Enabler	6.70
Medrhythms	2021	Challenger	25.00
Medxoom	2021	Enabler	8.08
medZERO	2021	Enabler	8.73
Mendel	2021	Enabler	29.94
Meru Health	2021	Challenger	30.54
Metabiota	2021	Enabler	
Mightier	2021	Enabler	17.00
MIND 24-7	2021	Challenger	20.00
Mindbloom	2021	Challenger	35.00
MindCare	2021	Challenger	28.01
Mindera Health	2021	Enabler	12.60
MiSalud Health	2021	Challenger	5.00
Mission Autism Clinics	2021	Challenger	7.27
Modern Age	2021	Challenger	27.00
Modern Age	2021	Challenger	6.00
Modern Health	2021	Challenger	74.00
Mon Ami	2021	Enabler	4.90
Monogram Health	2021	Challenger	160.00
Monument	2021	Challenger	10.30
MORE Health	2021	Challenger	21.80
Mymee	2021	Enabler	25.00
Mytonomy	2021	Enabler	25.00
Navina	2021	Enabler	15.00
Navvis Health Care	2021	Enabler	105.00
NeuCures	2021	Enabler	7.30
NeuroFlow	2021	Enabler	20.00
NexHealth	2021	Enabler	31.00
Nirvana Health	2021	Enabler	10.50
NOCD	2021	Challenger	33.00
Nomad Health	2021	Enabler	38.00
Nomi Health	2021	Enabler	72.69
Noom	2021	Challenger	540.00
Notable	2021	Enabler	100.00
Notable	2021	Enabler	10.00
Notal Vision	2021	Enabler	60.00
NourishedRx	2021	Challenger	6.00
Novocardia	2021	Challenger	53.70
Nym (Enterprise Systems (Healthcare))	2021	Enabler	23.09
ObjectiveHealth	2021	Enabler	7.12
ObvioHealth	2021	Enabler	17.00
Olive (Enterprise Systems)	2021	Enabler	400.00
OM1	2021	Enabler	85.00
OncoLens	2021	Enabler	7.21
OneStudyTeam	2021	Enabler	220.00
Opala	2021	Enabler	7.60
Ophelia	2021	Challenger	50.00
Ophelia	2021	Challenger	15.00
Optimize Health	2021	Enabler	15.57
Opya	2021	Challenger	15.40
Opyn	2021	Enabler	30.00
Orbit (Clinics/Outpatient Services)	2021	Challenger	8.09
ORtelligence	2021	Enabler	6.00
Oshi Health	2021	Challenger	23.00
Osigu	2021	Enabler	7.50
Osmind	2021	Enabler	15.00
Ostro	2021	Enabler	23.10
Oui Therapeutics	2021	Challenger	7.00
Outbound AI	2021	Enabler	6.75
Outcomes4Me	2021	Enabler	12.00
Owkin	2021	Enabler	155.04
Pace	2021	Enabler	18.00
Paceline	2021	Enabler	29.57
PaceMate	2021	Enabler	8.00
Pager	2021	Challenger	50.00
Paige	2021	Enabler	125.00
Panda Health	2021	Enabler	8.00
Papa	2021	Challenger	150.00
Papa	2021	Challenger	60.00
Parachute (Healthcare Services)	2021	Enabler	11.77
Parsley Health	2021	Challenger	43.26
PathologyWatch	2021	Challenger	25.00
Pathware	2021	Enabler	8.10
PatientBond	2021	Enabler	8.19
PatientPay	2021	Enabler	12.17
Patina Health	2021	Challenger	50.00
Paytient	2021	Enabler	17.00
Pear Therapeutics	2021	Challenger	132.00
Pearl Health	2021	Enabler	18.00
Pebble (Healthcare Services)	2021	Challenger	5.30
Pelago	2021	Challenger	49.50
PeopleOne Health	2021	Challenger	10.08
Petabyte Technology	2021	Enabler	15.00
PHC Global	2021	Enabler	8.00
PHC Global	2021	Enabler	5.00
Phil	2021	Challenger	56.00
Phil	2021	Challenger	23.00
PierianDx	2021	Enabler	
Pill Club	2021	Challenger	41.90
Pillar Biosciences	2021	Enabler	20.00
Pivot (Healthcare Technology Systems)	2021	Enabler	9.64
Pivotal Analytics	2021	Enabler	10.20
Plume (Clinics/Virtual care)	2021	Challenger	14.00
Pomelo Care	2021	Challenger	7.96
Post Acute Analytics	2021	Enabler	13.50
PrimaHealth Credit	2021	Enabler	26.20
Protenus	2021	Enabler	21.00
Psych Hub	2021	Enabler	8.00
Pulsara	2021	Enabler	21.62
PulseData AI	2021	Enabler	16.55
PursueCare	2021	Challenger	7.00
Pyx Health	2021	Enabler	12.01
Qualio	2021	Enabler	50.00
Quartet Health	2021	Enabler	81.00
Quilted Health	2021	Challenger	7.50
Qure4u	2021	Enabler	25.00
Rad AI	2021	Enabler	25.00
RazorMetrics	2021	Enabler	6.00
Real Time Medical Systems	2021	Enabler	
RecoveryOne	2021	Challenger	33.00
RecoveryPlus.health	2021	Challenger	15.42
Recuro Health	2021	Challenger	16.98
Recuro Health	2021	Challenger	3.00
Redox	2021	Enabler	45.00
Reema Health	2021	Enabler	8.00
Regard	2021	Enabler	5.00
Reimagine Care	2021	Challenger	6.25
Remote Care Partners	2021	Enabler	6.60
Reperio	2021	Enabler	6.02
Reside Health	2021	Challenger	7.20
Resilienci	2021	Enabler	5.00
Reveleer	2021	Enabler	46.00
Rhino (Medical Records Systems)	2021	Enabler	5.00
Ribbon (Enterprise Systems (Healthcare))	2021	Enabler	43.50
Ride Health	2021	Enabler	6.00
Rightway	2021	Enabler	100.00
Rimsys	2021	Enabler	14.37
Ringmaster	2021	Enabler	5.00
Rise (Monitoring Equipment)	2021	Challenger	12.00
Riva Health	2021	Enabler	15.50
Ro	2021	Challenger	500.00
Robin Healthcare	2021	Enabler	49.30
Rula	2021	Challenger	11.30
Rx Redefined	2021	Enabler	6.16
RxVantage	2021	Enabler	72.80
Saama Analytics	2021	Enabler	215.00
Safe Health	2021	Enabler	15.00
SafeinHome	2021	Challenger	17.80
SafelyYou	2021	Enabler	30.00
SafelyYou	2021	Enabler	19.50
SafeRide Health	2021	Enabler	28.80
Salucro	2021	Enabler	21.06
Salvo Health	2021	Challenger	10.50
Scene Health	2021	Challenger	6.22
ScienceIO	2021	Enabler	7.50
Scitara	2021	Enabler	15.00
Scitara	2021	Enabler	5.00
Second Wave Delivery Systems	2021	Enabler	22.00
Sempre Health	2021	Enabler	15.00
Seniorly	2021	Challenger	4.00
Sensi.AI	2021	Enabler	13.73
Seqster	2021	Enabler	11.03
Seven Bridges Genomics	2021	Enabler	15.00
ShiftMed	2021	Enabler	28.45
SimBioSys	2021	Enabler	15.00
SimpleHealth	2021	Challenger	
SimpleHealth	2021	Challenger	27.00
Simplifeye	2021	Enabler	16.00
Sirona	2021	Enabler	40.00
Sitka (Healthcare Technology Systems)	2021	Enabler	14.25
Skedulo	2021	Enabler	75.00
Skyler Health	2021	Challenger	16.00
Slope (Healthcare Technology Systems)	2021	Enabler	20.00
SmartScripts	2021	Enabler	21.26
Soda Health	2021	Enabler	6.00
Sollis Health	2021	Challenger	35.10
Solv.	2021	Challenger	45.00
SOLVD Health	2021	Enabler	120.00
Somatus	2021	Challenger	60.12
SonderMind	2021	Challenger	241.55
Songbird	2021	Challenger	10.00
SpectraWAVE	2021	Enabler	13.20
Spiras Health	2021	Challenger	8.69
Spring Health	2021	Challenger	150.00
Spring Hills	2021	Challenger	7.63
Sprinter Health	2021	Challenger	33.00
SteadyMD	2021	Challenger	28.00
Stellar Health	2021	Enabler	60.60
Stork Club	2021	Challenger	29.25
Strive Health	2021	Challenger	140.00
Suki	2021	Enabler	55.00
Summus	2021	Challenger	21.00
SurgiQuality	2021	Enabler	5.00
Surglogs	2021	Enabler	10.50
Sword Health	2021	Challenger	189.00
Sword Health	2021	Challenger	85.00
Syapse	2021	Enabler	74.00
Syllable	2021	Enabler	28.00
Sync.MD	2021	Enabler	10.00
TailorMed	2021	Enabler	25.00
Talkspace (NAS: TALK)	2021	Challenger	
TaskHuman	2021	Enabler	14.29
Tausight	2021	Enabler	20.00
Tava Health	2021	Challenger	10.00
Tendo ( Enterprise Systems)	2021	Enabler	49.35
Tendo ( Enterprise Systems)	2021	Enabler	14.90
Tenure Health	2021	Challenger	7.05
The Helper Bees	2021	Enabler	12.81
The Well	2021	Challenger	15.00
Theator	2021	Enabler	15.50
Therapymatch	2021	Challenger	70.00
Thirty Madison	2021	Challenger	140.00
Thoughtful.ai	2021	Enabler	5.00
ThoughtSphere	2021	Enabler	5.00
Thrive Global	2021	Enabler	80.00
Thyme Care	2021	Challenger	18.00
Thyme Care	2021	Challenger	6.60
Tia	2021	Challenger	100.00
Tomorrow Health	2021	Enabler	25.00
Top Doctors	2021	Challenger	13.05
Transcarent	2021	Enabler	58.00
Tridiuum	2021	Enabler	6.00
Tripp	2021	Enabler	11.00
Truepill	2021	Enabler	142.00
Truveta	2021	Enabler	85.00
Truveta	2021	Enabler	10.00
Tula Health	2021	Enabler	37.71
Tula Health	2021	Enabler	24.10
Turquoise Health	2021	Enabler	5.18
Twill	2021	Challenger	73.00
Udo	2021	Enabler	20.00
Uniper	2021	Enabler	14.50
Unite Us	2021	Enabler	185.00
Univfy	2021	Enabler	6.00
Uno Health	2021	Enabler	20.40
UpLift (Clinics/Outpatient Services)	2021	Challenger	8.00
Upperline Health	2021	Challenger	7.79
UpStream (Practice Management (Healthcare))	2021	Enabler	45.00
Valera Health	2021	Challenger	15.00
Vativis	2021	Enabler	12.53
Vector (Enterprise Systems (Healthcare))	2021	Enabler	12.50
Veda	2021	Enabler	45.00
Venteur	2021	Challenger	6.00
Verifiable	2021	Enabler	17.00
Verse Medical	2021	Challenger	13.00
Vesta Healthcare	2021	Challenger	65.00
Vheda Health	2021	Enabler	7.00
Vida	2021	Challenger	137.00
VieCure	2021	Enabler	25.00
ViewFi	2021	Enabler	6.00
VillageMD	2021	Challenger	30.00
VillageMD	2021	Challenger	1,025.00
Vim	2021	Enabler	24.70
Virta Health	2021	Challenger	132.84
Vitable Health	2021	Challenger	7.20
Vital (Enterprise Systems)	2021	Enabler	15.00
VitalTech	2021	Challenger	11.76
Vivante Health (Merger)	2021	Challenger	13.54
Vivoo	2021	Challenger	6.38
Viz.ai	2021	Enabler	71.00
Vodori	2021	Enabler	7.50
Vori Health	2021	Challenger	52.75
Vynca	2021	Enabler	29.90
Vytalize	2021	Challenger	14.26
WAYS (Elder and Disabled Care)	2021	Challenger	7.50
Wayspring	2021	Challenger	75.00
WEconnect Health Management	2021	Challenger	12.02
Well	2021	Enabler	71.90
Well	2021	Enabler	50.00
WellBeam	2021	Enabler	7.67
Wellinks	2021	Challenger	25.00
Wellthy (Clinics/Outpatient Services)	2021	Challenger	35.00
Welltok	2021	Enabler	27.82
Wellvana	2021	Enabler	25.00
Wheel Health	2021	Enabler	35.00
Whiterabbit.ai	2021	Enabler	25.50
Wider Circle	2021	Enabler	38.00
Woebot Health	2021	Challenger	90.00
Woebot Health	2021	Challenger	10.40
WorkEQ	2021	Enabler	7.95
Workit Health	2021	Challenger	88.00
Woven Science	2021	Enabler	8.50
xCures	2021	Enabler	12.69
Xealth	2021	Enabler	25.00
XRHealth USA	2021	Challenger	9.00
Yuvo Health	2021	Challenger	7.30
Zeera	2021	Challenger	10.00
Zing Health	2021	Challenger	25.00
Zocdoc	2021	Enabler	150.00
Zus Health	2021	Enabler	33.59
98point6	2022	Challenger	20.00
9am.Health	2022	Challenger	15.12
Aaniie	2022	Enabler	5.00
Abett	2022	Enabler	6.50
Abridge	2022	Enabler	12.50
Acclivity Health	2022	Challenger	6.25
Accompany Health	2022	Challenger	7.20
Activ Surgical	2022	Enabler	14.57
Activ Surgical	2022	Enabler	45.00
ActX	2022	Challenger	5.42
AcuamarkDx	2022	Enabler	11.62
AcuityMD	2022	Enabler	31.00
Aidaly	2022	Enabler	8.50
AKASA	2022	Enabler	120.00
Aledade	2022	Enabler	123.00
Alife	2022	Enabler	22.00
Alleva	2022	Enabler	12.00
Alma (Clinics/Outpatient Services)	2022	Challenger	130.00
Almond	2022	Challenger	7.20
Alongside (Application Software)	2022	Enabler	5.50
Alto Pharmacy	2022	Challenger	190.45
Altoida	2022	Enabler	14.00
AmberGen	2022	Enabler	
AmberGen	2022	Enabler	5.00
Ambience Healthcare	2022	Enabler	25.00
AmplifyMD	2022	Enabler	17.60
AndHealth (Clinics/Outpatient Services)	2022	Challenger	57.00
AngelEye Health	2022	Enabler	5.50
Angle Health	2022	Challenger	58.00
Annexus Health	2022	Enabler	36.00
Antidote Health	2022	Challenger	22.00
ArborMetrix	2022	Enabler	6.30
Arine	2022	Enabler	20.00
Array Insights	2022	Enabler	7.91
Array Insights	2022	Enabler	5.78
Asimily	2022	Enabler	5.80
Assure Health	2022	Challenger	9.00
Assured Allies	2022	Challenger	40.00
Atlas Health	2022	Enabler	41.50
Atropos Health	2022	Enabler	14.00
August Health	2022	Enabler	15.00
Avaneer Health	2022	Challenger	50.00
Avant-garde Health	2022	Enabler	12.00
Avenda Health	2022	Enabler	16.41
Balanced (Educational and Training Services)	2022	Challenger	
Bamf Health	2022	Challenger	30.00
Barti	2022	Enabler	5.00
Bearn	2022	Enabler	20.00
Belle.ai	2022	Enabler	7.50
BeMe Health	2022	Enabler	6.20
Bevel ()	2022	Enabler	5.00
Bexa	2022	Enabler	12.00
Bicycle Health	2022	Enabler	55.00
Big Health	2022	Enabler	68.36
Bindle	2022	Enabler	5.00
BioFluidica	2022	Enabler	10.00
Biofourmis	2022	Enabler	320.00
Biotia	2022	Enabler	7.96
Bloom (Clinics/Outpatient Services)	2022	Challenger	8.00
Blueberry Pediatrics	2022	Challenger	9.30
Bolster	2022	Enabler	15.00
Boncura Health Solutions	2022	Enabler	23.66
BoomerangFX	2022	Enabler	20.00
BostonGene	2022	Enabler	150.00
Boulder Care	2022	Challenger	36.00
Brave Health	2022	Challenger	38.57
Brightline (Clinics/Outpatient Services)	2022	Challenger	105.20
Briya	2022	Enabler	5.50
Bttn (Distributors )	2022	Enabler	20.00
Calibrate	2022	Challenger	
Camber (Healthcare Technology Systems)	2022	Enabler	10.00
CancerIQ	2022	Enabler	14.00
Canopy (Outcome Management (Healthcare))	2022	Enabler	13.00
Canvas Medical	2022	Enabler	24.00
Capable Health	2022	Enabler	6.00
Capital Rx	2022	Enabler	106.00
Capitol AI	2022	Enabler	10.00
Carallel	2022	Enabler	8.20
Caraway (Clinics/Outpatient Services)	2022	Challenger	10.18
CardioOne	2022	Enabler	7.75
Care Continuity	2022	Enabler	5.15
Care.ai	2022	Enabler	27.00
CareBridge	2022	Challenger	141.00
CareConnectMD	2022	Challenger	25.00
CareHarmony	2022	Enabler	15.00
CareRev	2022	Enabler	50.00
careviso	2022	Enabler	14.41
Carevive	2022	Enabler	5.00
Cascade Technology Systems	2022	Enabler	4.33
Casechek	2022	Enabler	6.09
Cayaba Care	2022	Challenger	12.00
Censinet	2022	Enabler	12.00
Centivo	2022	Challenger	81.00
Certify	2022	Enabler	14.50
Chapter Medicare	2022	Challenger	42.00
Chemical.AI	2022	Enabler	14.04
Child Health Imprints	2022	Enabler	6.80
ChiroHD	2022	Enabler	6.00
CircleEngage	2022	Enabler	6.00
Circles	2022	Enabler	16.50
Circuit Clinical	2022	Challenger	29.00
Clairity	2022	Enabler	6.67
Clarify( Enterprise Systems (Healthcare))	2022	Enabler	150.00
Clearsense	2022	Enabler	8.22
Cleerly	2022	Enabler	230.00
Cleerly	2022	Enabler	16.80
Codoxo	2022	Enabler	21.00
Cofertility	2022	Challenger	5.00
Cognoa	2022	Enabler	12.00
Cohere Health	2022	Enabler	36.10
Cometa (Software Development Applications)	2022	Enabler	5.20
Commure	2022	Enabler	153.75
Compass Surgical Partners	2022	Challenger	10.00
Concert Health	2022	Enabler	42.00
Condor Software	2022	Enabler	6.00
COPE Health Solutions	2022	Challenger	8.50
Cordata	2022	Enabler	5.40
Cornerstone AI	2022	Enabler	5.70
Cosán	2022	Challenger	6.40
Craniometrix	2022	Challenger	6.00
Creda	2022	Enabler	4.65
Crio (Boston)	2022	Enabler	9.00
CuraPatient	2022	Challenger	8.21
Curebase	2022	Challenger	40.00
Curve Health	2022	Challenger	12.00
Datacubed Health	2022	Enabler	7.46
Daybreak Health	2022	Challenger	10.00
Decisio Health	2022	Enabler	13.00
DecisionRx	2022	Enabler	10.00
DeepTek	2022	Enabler	10.00
Delfina	2022	Enabler	6.14
DexCare	2022	Enabler	50.00
Diadia Health	2022	Enabler	10.00
Diana Health	2022	Challenger	10.67
DigitalOwl	2022	Enabler	20.00
DispatchHealth	2022	Challenger	
Diverge Health	2022	Challenger	15.77
Doceree	2022	Enabler	10.79
DocSpera	2022	Enabler	9.61
Dr. B	2022	Challenger	8.00
Duos	2022	Challenger	21.16
Dyania Health	2022	Enabler	5.30
DynamiCare Health	2022	Enabler	12.00
Eden Health	2022	Challenger	45.00
Elation Health	2022	Enabler	50.00
Eleanor Health	2022	Challenger	78.58
Electronic Caregiver	2022	Enabler	34.00
Elemeno Health	2022	Enabler	7.00
Element5	2022	Enabler	30.00
Eleos Health	2022	Enabler	20.00
Embold Health	2022	Enabler	23.00
Empassion	2022	Challenger	6.93
EmpowerHealth	2022	Enabler	7.31
Emvenio Research	2022	Challenger	9.17
Enara Health	2022	Enabler	5.65
EngagedMD	2022	Enabler	11.00
EnsoData	2022	Enabler	20.00
Enumera Molecular	2022	Enabler	18.72
Eon (Healthcare Technology Systems)	2022	Enabler	16.00
Equilibrio	2022	Enabler	15.00
Equip	2022	Challenger	58.03
eternalHealth	2022	Enabler	10.00
Ever/Body	2022	Challenger	40.00
Everly Health	2022	Challenger	173.00
Evernow	2022	Challenger	28.50
Evidium	2022	Enabler	7.22
evolvedMD	2022	Challenger	5.40
Exer	2022	Challenger	6.50
Expressable	2022	Challenger	15.00
Eye C Better	2022	Enabler	20.00
Faliam	2022	Enabler	5.00
Fathom (Healthcare Technology Systems)	2022	Enabler	46.00
Fibronostics	2022	Enabler	6.50
Fifth Eye	2022	Enabler	5.40
First Dollar	2022	Enabler	13.96
FitLab	2022	Challenger	7.50
Fivos	2022	Enabler	23.90
Flexpa	2022	Enabler	8.00
Flexpa	2022	Enabler	8.50
Florence (Healthcare Technology Systems)	2022	Enabler	27.00
Flourish Labs	2022	Challenger	6.37
Flume Health	2022	Enabler	30.00
flyte (Clinics/Outpatient Services)	2022	Challenger	8.50
FoldHealth	2022	Enabler	6.00
FOLX	2022	Challenger	29.70
Foresight (Clinics/Outpatient Services)	2022	Challenger	56.00
Forge Health	2022	Challenger	14.55
Forge Health	2022	Challenger	6.95
Fort Health	2022	Challenger	8.75
Forta	2022	Challenger	24.40
Fountain Life	2022	Challenger	15.00
Free Market Health	2022	Enabler	13.50
Freenome	2022	Enabler	290.00
Future	2022	Challenger	75.00
Gale Healthcare	2022	Enabler	60.00
Galileo (Clinics/Outpatient Services)	2022	Challenger	60.00
Gallus Medical Detox Centers	2022	Challenger	7.48
GiftHealth	2022	Enabler	5.00
Global Premier Fertility	2022	Enabler	11.00
Greater Good Health	2022	Challenger	10.97
Grouper	2022	Enabler	6.00
Guaranteed(Clinics/Outpatient Services)	2022	Challenger	6.50
H1 Insights	2022	Enabler	123.00
Harbor Health	2022	Challenger	9.51
Hatch (Healthcare Technology Systems)	2022	Challenger	10.15
Hazel Health	2022	Challenger	51.50
Heading	2022	Challenger	5.38
Headlight (Clinics/Outpatient Services)	2022	Challenger	5.30
Heads Up	2022	Enabler	5.17
Health Gorilla	2022	Enabler	50.00
Health Note	2022	Enabler	17.00
Health Outlook	2022	Enabler	5.57
HealthBridge	2022	Enabler	6.00
HealthCare.com	2022	Challenger	81.50
Healthee	2022	Enabler	26.00
Healthie	2022	Enabler	15.00
HealthJoy	2022	Enabler	35.00
HealthMyne	2022	Enabler	5.24
HeyJane	2022	Challenger	6.10
Hint Health	2022	Enabler	44.99
HomeFirst Home Healthcare	2022	Challenger	11.00
Homethrive	2022	Challenger	20.00
Homeward (Clinics/Outpatient Services)	2022	Challenger	50.00
Homeward (Clinics/Outpatient Services)	2022	Challenger	18.00
Hopscotch (Healthcare Services)	2022	Challenger	8.00
Hopscotch Primary Care	2022	Challenger	28.75
House Rx (Other Healthcare Services)	2022	Enabler	25.00
Howso	2022	Enabler	23.74
Huma.AI	2022	Enabler	9.57
ianacare	2022	Enabler	12.13
Imagine Pediatrics	2022	Challenger	5.00
Immertec	2022	Enabler	20.68
Inbound Health	2022	Enabler	18.00
InHome Therapy	2022	Challenger	22.00
InStride Health	2022	Challenger	25.96
Intelligent Locations	2022	Enabler	6.25
IntelyCare	2022	Enabler	115.00
Intiva Health	2022	Enabler	9.50
Intus Care	2022	Enabler	14.10
iScribeHealth	2022	Enabler	5.50
Iterative Health	2022	Enabler	150.00
January	2022	Challenger	
Jasper	2022	Challenger	25.00
Javara	2022	Challenger	30.00
Juno (Clinics/Outpatient Services)	2022	Challenger	12.00
K4Connect	2022	Enabler	12.00
Kaizen Health	2022	Challenger	5.00
Kalderos	2022	Enabler	20.00
Kandu Health	2022	Challenger	43.00
KeyCare (Clinics/Outpatient Services)	2022	Challenger	28.00
Kindbody	2022	Challenger	30.00
Kinetik (Enterprise Systems (Healthcare))	2022	Enabler	11.97
Kins (Clinics/Outpatient Services)	2022	Challenger	7.20
Kintsugi (Healthcare Technology Systems)	2022	Enabler	24.98
Klinic	2022	Challenger	
Kogniz	2022	Enabler	7.53
Komodo Health	2022	Enabler	200.00
Kyruus	2022	Enabler	35.10
Latitude Food Allergy Care	2022	Challenger	21.88
Lazarus 3D	2022	Enabler	6.02
Leal Health	2022	Enabler	20.00
Lifeforce	2022	Challenger	6.00
LifeLink Systems	2022	Enabler	5.73
LifeVoxel	2022	Enabler	5.59
Lin Health	2022	Enabler	6.00
Lirio	2022	Enabler	14.39
Little Otter	2022	Challenger	22.00
Lokavant	2022	Challenger	21.00
Lumata Health	2022	Challenger	6.92
Lumeon	2022	Enabler	
Lyra Health	2022	Challenger	235.00
Madaket	2022	Enabler	6.00
Mahmee	2022	Enabler	9.20
Mantra Health	2022	Challenger	22.00
MARABio	2022	Challenger	6.00
Maribel Health	2022	Challenger	25.30
Marigold Health	2022	Challenger	3.53
Matter Health	2022	Challenger	35.00
Maven	2022	Challenger	90.00
MayaMD	2022	Challenger	8.60
MDalgorithms	2022	Challenger	6.00
MDisrupt	2022	Enabler	6.00
Medallion	2022	Enabler	35.00
Medcase	2022	Enabler	10.91
Medely	2022	Enabler	90.00
Medically Home	2022	Challenger	110.00
Medici	2022	Challenger	30.00
MediGO (Healthcare Technology Systems)	2022	Enabler	5.10
MedMinder	2022	Enabler	10.00
Medsien	2022	Enabler	5.08
MedTrainer	2022	Enabler	43.00
Medvanta	2022	Enabler	9.55
MedZed	2022	Challenger	5.98
Memora Health	2022	Enabler	40.00
Mendel	2022	Enabler	40.00
Micronoma	2022	Enabler	
Midi Health	2022	Challenger	9.00
Mighty Health	2022	Challenger	7.60
Minded	2022	Challenger	25.00
Mindera Health	2022	Enabler	20.30
Mindful Care	2022	Challenger	7.00
Monument	2022	Challenger	5.81
Mora Medical	2022	Challenger	6.00
Most Days	2022	Challenger	7.10
Motivo (Healthcare Technology Systems)	2022	Enabler	14.00
Movn Health	2022	Challenger	19.72
Moxe	2022	Enabler	30.00
Mural Health	2022	Enabler	7.50
Naborforce	2022	Challenger	9.00
Navina	2022	Enabler	23.00
Ness Well	2022	Enabler	14.93
Neurotrack	2022	Enabler	10.00
Neurotrack	2022	Enabler	10.00
NexHealth	2022	Enabler	125.00
Nice Healthcare	2022	Challenger	30.00
Nimble (Medical Records Systems)	2022	Enabler	14.75
nirvanaHealth	2022	Enabler	60.00
Nomad Health	2022	Enabler	
Nucleai	2022	Enabler	33.00
Nudj Health	2022	Challenger	10.00
Nue Life	2022	Challenger	15.00
Numo Health	2022	Enabler	7.60
NuvoAir Medical	2022	Challenger	25.00
Oath Care	2022	Enabler	6.00
ObjectiveHealth	2022	Enabler	7.54
Octagos	2022	Enabler	8.89
Olio (Business/Productivity Software)	2022	Enabler	13.20
Omada (NAS: OMDA)	2022	Challenger	192.00
Omada (NAS: OMDA)	2022	Challenger	73.00
OMNY Health	2022	Enabler	17.00
On Belay Health Solutions	2022	Enabler	6.54
OncoHost	2022	Enabler	35.00
OneStep	2022	Challenger	9.00
OneStudyTeam	2022	Enabler	220.00
OpenEvidence	2022	Enabler	23.82
OpenLoop Health	2022	Enabler	8.00
Osmind	2022	Enabler	40.00
Ostro	2022	Enabler	28.00
Oui Therapeutics	2022	Challenger	26.00
Overalls	2022	Challenger	4.60
Owkin	2022	Enabler	50.00
Pager	2022	Challenger	22.00
Parachute (Healthcare Services)	2022	Enabler	5.00
Particle Health	2022	Enabler	25.00
Pasadena Private Lending	2022	Enabler	20.00
Pathware	2022	Enabler	7.00
PatientIQ	2022	Enabler	17.50
PatientsLikeMe	2022	Enabler	26.00
PaxeraHealth	2022	Enabler	5.50
Pebble (Healthcare Services)	2022	Challenger	12.00
Pelago	2022	Challenger	15.30
Penrod	2022	Enabler	
People Science	2022	Enabler	5.00
Perry Health	2022	Challenger	23.46
Perx Health	2022	Challenger	5.00
Pery	2022	Challenger	5.78
PHC Global	2022	Enabler	35.00
Photon (New York)	2022	Enabler	6.40
PicnicHealth	2022	Enabler	60.00
Pine Park Health	2022	Challenger	43.30
Plume (Clinics/Virtual care)	2022	Challenger	24.00
Policybot	2022	Enabler	
Porter (Enterprise Systems)	2022	Enabler	5.54
Positive Development	2022	Challenger	37.26
Posterity Health	2022	Challenger	9.68
Power	2022	Enabler	6.95
Pramana	2022	Challenger	30.00
Prealize Health	2022	Enabler	7.34
Preveta	2022	Enabler	6.25
Primum	2022	Enabler	7.75
Probari	2022	Challenger	
Profi	2022	Enabler	6.00
ProofPilot	2022	Enabler	12.80
Proscia	2022	Enabler	36.62
Psych Hub	2022	Enabler	16.00
Pure Global	2022	Enabler	14.84
Pure Global	2022	Enabler	9.43
PurpleLab	2022	Enabler	40.00
QbDVision	2022	Enabler	15.00
QurHealth	2022	Enabler	14.00
Qventus	2022	Enabler	50.00
Radicle Science	2022	Enabler	6.00
RAIsonance	2022	Enabler	6.17
RealizedCare	2022	Enabler	12.12
ReferWell	2022	Enabler	5.45
Reframe (Other Healthcare Services)	2022	Enabler	17.45
Regard	2022	Enabler	15.30
Renee	2022	Enabler	8.20
Reverence	2022	Enabler	9.26
Revero	2022	Challenger	5.00
Rhino (Medical Records Systems)	2022	Enabler	6.70
Rhyme (Healthcare Technology Systems)	2022	Enabler	25.00
Ria Health	2022	Challenger	18.00
Rippl Care	2022	Challenger	32.00
Ritten	2022	Enabler	6.00
Riva Health	2022	Enabler	7.25
Ro	2022	Challenger	100.00
RockStep	2022	Enabler	5.29
Roon	2022	Challenger	7.50
Rose Health	2022	Enabler	7.50
RTHM	2022	Challenger	6.10
Rula	2022	Challenger	56.00
Rupa Health	2022	Enabler	18.51
Rupa Health	2022	Enabler	19.88
