company,deal_year,company_type,amt_raised_millions
Livara Health,2021,Challenger,12.0
Lucem Health,2021,Enabler,6.0
Luma Health,2021,Enabler,130.0
Lumiata,2021,Enabler,14.0
Lyn Health,2021,Challenger,10.0
Lyra Health,2021,Challenger,200.0
Lyra Health,2021,Challenger,186.69
Mahana,2021,Challenger,61.0
Main Street Health,2021,Challenger,27.0
Mammoth Biosciences,2021,Enabler,150.0
Marley Medical,2021,Challenger,9.0
Maven,2021,Challenger,110.0
Med Claims Compliance,2021,Enabler,5.7
Medable,2021,Enabler,304.0
Medable,2021,Enabler,151.56
Medallion,2021,Enabler,30.0
Medallion,2021,Enabler,16.61
MedArrive,2021,Challenger,32.84
MedCare Partners,2021,Challenger,7.17
Medchart,2021,Enabler,17.0
Medically Home,2021,Challenger,100.0
Medici,2021,Challenger,28.5
Medicom (Medical Records Systems),2021,Enabler,21.84
Medisafe,2021,Enabler,30.0
Medly Pharmacy,2021,Challenger,225.0
MedMinder,2021,Enabler,30.0
Medmo,2021,Enabler,6.7
Medrhythms,2021,Challenger,25.0
Medxoom,2021,Enabler,8.08
medZERO,2021,Enabler,8.73
Mendel,2021,Enabler,29.94
Meru Health,2021,Challenger,30.54
Metabiota,2021,Enabler,
Mightier,2021,Enabler,17.0
MIND 24-7,2021,Challenger,20.0
Mindbloom,2021,Challenger,35.0
MindCare,2021,Challenger,28.01
Mindera Health,2021,Enabler,12.6
MiSalud Health,2021,Challenger,5.0
Mission Autism Clinics,2021,Challenger,7.27
Modern Age,2021,Challenger,27.0
Modern Age,2021,Challenger,6.0
Modern Health,2021,Challenger,74.0
Mon Ami,2021,Enabler,4.9
Monogram Health,2021,Challenger,160.0
Monument,2021,Challenger,10.3
MORE Health,2021,Challenger,21.8
Mymee,2021,Enabler,25.0
Mytonomy,2021,Enabler,25.0
Navina,2021,Enabler,15.0
Navvis Health Care,2021,Enabler,105.0
NeuCures,2021,Enabler,7.3
NeuroFlow,2021,Enabler,20.0
NexHealth,2021,Enabler,31.0
Nirvana Health,2021,Enabler,10.5
NOCD,2021,Challenger,33.0
Nomad Health,2021,Enabler,38.0
Nomi Health,2021,Enabler,72.69
Noom,2021,Challenger,540.0
Notable,2021,Enabler,100.0
Notable,2021,Enabler,10.0
Notal Vision,2021,Enabler,60.0
NourishedRx,2021,Challenger,6.0
Novocardia,2021,Challenger,53.7
Nym (Enterprise Systems (Healthcare)),2021,Enabler,23.09
ObjectiveHealth,2021,Enabler,7.12
ObvioHealth,2021,Enabler,17.0
Olive (Enterprise Systems),2021,Enabler,400.0
OM1,2021,Enabler,85.0
OncoLens,2021,Enabler,7.21
OneStudyTeam,2021,Enabler,220.0
Opala,2021,Enabler,7.6
Ophelia,2021,Challenger,50.0
Ophelia,2021,Challenger,15.0
Optimize Health,2021,Enabler,15.57
Opya,2021,Challenger,15.4
Opyn,2021,Enabler,30.0
Orbit (Clinics/Outpatient Services),2021,Challenger,8.09
ORtelligence,2021,Enabler,6.0
Oshi Health,2021,Challenger,23.0
Osigu,2021,Enabler,7.5
Osmind,2021,Enabler,15.0
Ostro,2021,Enabler,23.1
Oui Therapeutics,2021,Challenger,7.0
Outbound AI,2021,Enabler,6.75
Outcomes4Me,2021,Enabler,12.0
Owkin,2021,Enabler,155.04
Pace,2021,Enabler,18.0
Paceline,2021,Enabler,29.57
PaceMate,2021,Enabler,8.0
Pager,2021,Challenger,50.0
Paige,2021,Enabler,125.0
Panda Health,2021,Enabler,8.0
Papa,2021,Challenger,150.0
Papa,2021,Challenger,60.0
Parachute (Healthcare Services),2021,Enabler,11.77
Parsley Health,2021,Challenger,43.26
PathologyWatch,2021,Challenger,25.0
Pathware,2021,Enabler,8.1
PatientBond,2021,Enabler,8.19
PatientPay,2021,Enabler,12.17
Patina Health,2021,Challenger,50.0
Paytient,2021,Enabler,17.0
Pear Therapeutics,2021,Challenger,132.0
Pearl Health,2021,Enabler,18.0
Pebble (Healthcare Services),2021,Challenger,5.3
Pelago,2021,Challenger,49.5
PeopleOne Health,2021,Challenger,10.08
Petabyte Technology,2021,Enabler,15.0
PHC Global,2021,Enabler,8.0
PHC Global,2021,Enabler,5.0
Phil,2021,Challenger,56.0
Phil,2021,Challenger,23.0
PierianDx,2021,Enabler,
Pill Club,2021,Challenger,41.9
Pillar Biosciences,2021,Enabler,20.0
Pivot (Healthcare Technology Systems),2021,Enabler,9.64
Pivotal Analytics,2021,Enabler,10.2
Plume (Clinics/Virtual care),2021,Challenger,14.0
Pomelo Care,2021,Challenger,7.96
Post Acute Analytics,2021,Enabler,13.5
PrimaHealth Credit,2021,Enabler,26.2
Protenus,2021,Enabler,21.0
Psych Hub,2021,Enabler,8.0
Pulsara,2021,Enabler,21.62
PulseData AI,2021,Enabler,16.55
PursueCare,2021,Challenger,7.0
Pyx Health,2021,Enabler,12.01
Qualio,2021,Enabler,50.0
Quartet Health,2021,Enabler,81.0
Quilted Health,2021,Challenger,7.5
Qure4u,2021,Enabler,25.0
Rad AI,2021,Enabler,25.0
RazorMetrics,2021,Enabler,6.0
Real Time Medical Systems,2021,Enabler,
RecoveryOne,2021,Challenger,33.0
RecoveryPlus.health,2021,Challenger,15.42
Recuro Health,2021,Challenger,16.98
Recuro Health,2021,Challenger,3.0
Redox,2021,Enabler,45.0
Reema Health,2021,Enabler,8.0
Regard,2021,Enabler,5.0
Reimagine Care,2021,Challenger,6.25
Remote Care Partners,2021,Enabler,6.6
Reperio,2021,Enabler,6.02
Reside Health,2021,Challenger,7.2
Resilienci,2021,Enabler,5.0
Reveleer,2021,Enabler,46.0
Rhino (Medical Records Systems),2021,Enabler,5.0
Ribbon (Enterprise Systems (Healthcare)),2021,Enabler,43.5
Ride Health,2021,Enabler,6.0
Rightway,2021,Enabler,100.0
Rimsys,2021,Enabler,14.37
Ringmaster,2021,Enabler,5.0
Rise (Monitoring Equipment),2021,Challenger,12.0
Riva Health,2021,Enabler,15.5
Ro,2021,Challenger,500.0
Robin Healthcare,2021,Enabler,49.3
Rula,2021,Challenger,11.3
Rx Redefined,2021,Enabler,6.16
RxVantage,2021,Enabler,72.8
Saama Analytics,2021,Enabler,215.0
Safe Health,2021,Enabler,15.0
SafeinHome,2021,Challenger,17.8
SafelyYou,2021,Enabler,30.0
SafelyYou,2021,Enabler,19.5
SafeRide Health,2021,Enabler,28.8
Salucro,2021,Enabler,21.06
Salvo Health,2021,Challenger,10.5
Scene Health,2021,Challenger,6.22
ScienceIO,2021,Enabler,7.5
Scitara,2021,Enabler,15.0
Scitara,2021,Enabler,5.0
Second Wave Delivery Systems,2021,Enabler,22.0
Sempre Health,2021,Enabler,15.0
Seniorly,2021,Challenger,4.0
Sensi.AI,2021,Enabler,13.73
Seqster,2021,Enabler,11.03
Seven Bridges Genomics,2021,Enabler,15.0
ShiftMed,2021,Enabler,28.45
SimBioSys,2021,Enabler,15.0
SimpleHealth,2021,Challenger,
SimpleHealth,2021,Challenger,27.0
Simplifeye,2021,Enabler,16.0
Sirona,2021,Enabler,40.0
Sitka (Healthcare Technology Systems),2021,Enabler,14.25
Skedulo,2021,Enabler,75.0
Skyler Health,2021,Challenger,16.0
Slope (Healthcare Technology Systems),2021,Enabler,20.0
SmartScripts,2021,Enabler,21.26
Soda Health,2021,Enabler,6.0
Sollis Health,2021,Challenger,35.1
Solv.,2021,Challenger,45.0
SOLVD Health,2021,Enabler,120.0
Somatus,2021,Challenger,60.12
SonderMind,2021,Challenger,241.55
Songbird,2021,Challenger,10.0
SpectraWAVE,2021,Enabler,13.2
Spiras Health,2021,Challenger,8.69
Spring Health,2021,Challenger,150.0
Spring Hills,2021,Challenger,7.63
Sprinter Health,2021,Challenger,33.0
SteadyMD,2021,Challenger,28.0
Stellar Health,2021,Enabler,60.6
Stork Club,2021,Challenger,29.25
Strive Health,2021,Challenger,140.0
Suki,2021,Enabler,55.0
Summus,2021,Challenger,21.0
SurgiQuality,2021,Enabler,5.0
Surglogs,2021,Enabler,10.5
Sword Health,2021,Challenger,189.0
Sword Health,2021,Challenger,85.0
Syapse,2021,Enabler,74.0
Syllable,2021,Enabler,28.0
Sync.MD,2021,Enabler,10.0
TailorMed,2021,Enabler,25.0
Talkspace (NAS: TALK),2021,Challenger,
TaskHuman,2021,Enabler,14.29
Tausight,2021,Enabler,20.0
Tava Health,2021,Challenger,10.0
Tendo ( Enterprise Systems),2021,Enabler,49.35
Tendo ( Enterprise Systems),2021,Enabler,14.9
Tenure Health,2021,Challenger,7.05
The Helper Bees,2021,Enabler,12.81
The Well,2021,Challenger,15.0
Theator,2021,Enabler,15.5
Therapymatch,2021,Challenger,70.0
Thirty Madison,2021,Challenger,140.0
Thoughtful.ai,2021,Enabler,5.0
ThoughtSphere,2021,Enabler,5.0
Thrive Global,2021,Enabler,80.0
Thyme Care,2021,Challenger,18.0
Thyme Care,2021,Challenger,6.6
Tia,2021,Challenger,100.0
Tomorrow Health,2021,Enabler,25.0
Top Doctors,2021,Challenger,13.05
Transcarent,2021,Enabler,58.0
Tridiuum,2021,Enabler,6.0
Tripp,2021,Enabler,11.0
Truepill,2021,Enabler,142.0
Truveta,2021,Enabler,85.0
Truveta,2021,Enabler,10.0
Tula Health,2021,Enabler,37.71
Tula Health,2021,Enabler,24.1
Turquoise Health,2021,Enabler,5.18
Twill,2021,Challenger,73.0
Udo,2021,Enabler,20.0
Uniper,2021,Enabler,14.5
Unite Us,2021,Enabler,185.0
Univfy,2021,Enabler,6.0
Uno Health,2021,Enabler,20.4
UpLift (Clinics/Outpatient Services),2021,Challenger,8.0
Upperline Health,2021,Challenger,7.79
UpStream (Practice Management (Healthcare)),2021,Enabler,45.0
Valera Health,2021,Challenger,15.0
Vativis,2021,Enabler,12.53
Vector (Enterprise Systems (Healthcare)),2021,Enabler,12.5
Veda,2021,Enabler,45.0
Venteur,2021,Challenger,6.0
Verifiable,2021,Enabler,17.0
Verse Medical,2021,Challenger,13.0
Vesta Healthcare,2021,Challenger,65.0
Vheda Health,2021,Enabler,7.0
Vida,2021,Challenger,137.0
VieCure,2021,Enabler,25.0
ViewFi,2021,Enabler,6.0
VillageMD,2021,Challenger,30.0
VillageMD,2021,Challenger,1025.0
Vim,2021,Enabler,24.7
Virta Health,2021,Challenger,132.84
Vitable Health,2021,Challenger,7.2
Vital (Enterprise Systems),2021,Enabler,15.0
VitalTech,2021,Challenger,11.76
Vivante Health (Merger),2021,Challenger,13.54
Vivoo,2021,Challenger,6.38
Viz.ai,2021,Enabler,71.0
Vodori,2021,Enabler,7.5
Vori Health,2021,Challenger,52.75
Vynca,2021,Enabler,29.9
Vytalize,2021,Challenger,14.26
WAYS (Elder and Disabled Care),2021,Challenger,7.5
Wayspring,2021,Challenger,75.0
WEconnect Health Management,2021,Challenger,12.02
Well,2021,Enabler,71.9
Well,2021,Enabler,50.0
WellBeam,2021,Enabler,7.67
Wellinks,2021,Challenger,25.0
Wellthy (Clinics/Outpatient Services),2021,Challenger,35.0
Welltok,2021,Enabler,27.82
Wellvana,2021,Enabler,25.0
Wheel Health,2021,Enabler,35.0
Whiterabbit.ai,2021,Enabler,25.5
Wider Circle,2021,Enabler,38.0
Woebot Health,2021,Challenger,90.0
Woebot Health,2021,Challenger,10.4
WorkEQ,2021,Enabler,7.95
Workit Health,2021,Challenger,88.0
Woven Science,2021,Enabler,8.5
xCures,2021,Enabler,12.69
Xealth,2021,Enabler,25.0
XRHealth USA,2021,Challenger,9.0
Yuvo Health,2021,Challenger,7.3
Zeera,2021,Challenger,10.0
Zing Health,2021,Challenger,25.0
Zocdoc,2021,Enabler,150.0
Zus Health,2021,Enabler,33.59
98point6,2022,Challenger,20.0
9am.Health,2022,Challenger,15.12
Aaniie,2022,Enabler,5.0
Abett,2022,Enabler,6.5
Abridge,2022,Enabler,12.5
Acclivity Health,2022,Challenger,6.25
Accompany Health,2022,Challenger,7.2
Activ Surgical,2022,Enabler,14.57
Activ Surgical,2022,Enabler,45.0
ActX,2022,Challenger,5.42
AcuamarkDx,2022,Enabler,11.62
AcuityMD,2022,Enabler,31.0
Aidaly,2022,Enabler,8.5
AKASA,2022,Enabler,120.0
Aledade,2022,Enabler,123.0
Alife,2022,Enabler,22.0
Alleva,2022,Enabler,12.0
Alma (Clinics/Outpatient Services),2022,Challenger,130.0
Almond,2022,Challenger,7.2
Alongside (Application Software),2022,Enabler,5.5
Alto Pharmacy,2022,Challenger,190.45
Altoida,2022,Enabler,14.0
AmberGen,2022,Enabler,
AmberGen,2022,Enabler,5.0
Ambience Healthcare,2022,Enabler,25.0
AmplifyMD,2022,Enabler,17.6
AndHealth (Clinics/Outpatient Services),2022,Challenger,57.0
AngelEye Health,2022,Enabler,5.5
Angle Health,2022,Challenger,58.0
Annexus Health,2022,Enabler,36.0
Antidote Health,2022,Challenger,22.0
ArborMetrix,2022,Enabler,6.3
Arine,2022,Enabler,20.0
Array Insights,2022,Enabler,7.91
Array Insights,2022,Enabler,5.78
Asimily,2022,Enabler,5.8
Assure Health,2022,Challenger,9.0
Assured Allies,2022,Challenger,40.0
Atlas Health,2022,Enabler,41.5
Atropos Health,2022,Enabler,14.0
August Health,2022,Enabler,15.0
Avaneer Health,2022,Challenger,50.0
Avant-garde Health,2022,Enabler,12.0
Avenda Health,2022,Enabler,16.41
Balanced (Educational and Training Services),2022,Challenger,
Bamf Health,2022,Challenger,30.0
Barti,2022,Enabler,5.0
Bearn,2022,Enabler,20.0
Belle.ai,2022,Enabler,7.5
BeMe Health,2022,Enabler,6.2
Bevel (),2022,Enabler,5.0
Bexa,2022,Enabler,12.0
Bicycle Health,2022,Enabler,55.0
Big Health,2022,Enabler,68.36
Bindle,2022,Enabler,5.0
BioFluidica,2022,Enabler,10.0
Biofourmis,2022,Enabler,320.0
Biotia,2022,Enabler,7.96
Bloom (Clinics/Outpatient Services),2022,Challenger,8.0
Blueberry Pediatrics,2022,Challenger,9.3
Bolster,2022,Enabler,15.0
Boncura Health Solutions,2022,Enabler,23.66
BoomerangFX,2022,Enabler,20.0
BostonGene,2022,Enabler,150.0
Boulder Care,2022,Challenger,36.0
Brave Health,2022,Challenger,38.57
Brightline (Clinics/Outpatient Services),2022,Challenger,105.2
Briya,2022,Enabler,5.5
Bttn (Distributors ),2022,Enabler,20.0
Calibrate,2022,Challenger,
Camber (Healthcare Technology Systems),2022,Enabler,10.0
CancerIQ,2022,Enabler,14.0
Canopy (Outcome Management (Healthcare)),2022,Enabler,13.0
Canvas Medical,2022,Enabler,24.0
Capable Health,2022,Enabler,6.0
Capital Rx,2022,Enabler,106.0
Capitol AI,2022,Enabler,10.0
Carallel,2022,Enabler,8.2
Caraway (Clinics/Outpatient Services),2022,Challenger,10.18
CardioOne,2022,Enabler,7.75
Care Continuity,2022,Enabler,5.15
Care.ai,2022,Enabler,27.0
CareBridge,2022,Challenger,141.0
CareConnectMD,2022,Challenger,25.0
CareHarmony,2022,Enabler,15.0
CareRev,2022,Enabler,50.0
careviso,2022,Enabler,14.41
Carevive,2022,Enabler,5.0
Cascade Technology Systems,2022,Enabler,4.33
Casechek,2022,Enabler,6.09
Cayaba Care,2022,Challenger,12.0
Censinet,2022,Enabler,12.0
Centivo,2022,Challenger,81.0
Certify,2022,Enabler,14.5
Chapter Medicare,2022,Challenger,42.0
Chemical.AI,2022,Enabler,14.04
Child Health Imprints,2022,Enabler,6.8
ChiroHD,2022,Enabler,6.0
CircleEngage,2022,Enabler,6.0
Circles,2022,Enabler,16.5
Circuit Clinical,2022,Challenger,29.0
Clairity,2022,Enabler,6.67
Clarify( Enterprise Systems (Healthcare)),2022,Enabler,150.0
Clearsense,2022,Enabler,8.22
Cleerly,2022,Enabler,230.0
Cleerly,2022,Enabler,16.8
Codoxo,2022,Enabler,21.0
Cofertility,2022,Challenger,5.0
Cognoa,2022,Enabler,12.0
Cohere Health,2022,Enabler,36.1
Cometa (Software Development Applications),2022,Enabler,5.2
Commure,2022,Enabler,153.75
Compass Surgical Partners,2022,Challenger,10.0
Concert Health,2022,Enabler,42.0
Condor Software,2022,Enabler,6.0
COPE Health Solutions,2022,Challenger,8.5
Cordata,2022,Enabler,5.4
Cornerstone AI,2022,Enabler,5.7
Cosán,2022,Challenger,6.4
Craniometrix,2022,Challenger,6.0
Creda,2022,Enabler,4.65
Crio (Boston),2022,Enabler,9.0
CuraPatient,2022,Challenger,8.21
Curebase,2022,Challenger,40.0
Curve Health,2022,Challenger,12.0
Datacubed Health,2022,Enabler,7.46
Daybreak Health,2022,Challenger,10.0
Decisio Health,2022,Enabler,13.0
DecisionRx,2022,Enabler,10.0
DeepTek,2022,Enabler,10.0
Delfina,2022,Enabler,6.14
DexCare,2022,Enabler,50.0
Diadia Health,2022,Enabler,10.0
Diana Health,2022,Challenger,10.67
DigitalOwl,2022,Enabler,20.0
DispatchHealth,2022,Challenger,
Diverge Health,2022,Challenger,15.77
Doceree,2022,Enabler,10.79
DocSpera,2022,Enabler,9.61
Dr. B,2022,Challenger,8.0
Duos,2022,Challenger,21.16
Dyania Health,2022,Enabler,5.3
DynamiCare Health,2022,Enabler,12.0
Eden Health,2022,Challenger,45.0
Elation Health,2022,Enabler,50.0
Eleanor Health,2022,Challenger,78.58
Electronic Caregiver,2022,Enabler,34.0
Elemeno Health,2022,Enabler,7.0
Element5,2022,Enabler,30.0
Eleos Health,2022,Enabler,20.0
Embold Health,2022,Enabler,23.0
Empassion,2022,Challenger,6.93
EmpowerHealth,2022,Enabler,7.31
Emvenio Research,2022,Challenger,9.17
Enara Health,2022,Enabler,5.65
EngagedMD,2022,Enabler,11.0
EnsoData,2022,Enabler,20.0
Enumera Molecular,2022,Enabler,18.72
Eon (Healthcare Technology Systems),2022,Enabler,16.0
Equilibrio,2022,Enabler,15.0
Equip,2022,Challenger,58.03
eternalHealth,2022,Enabler,10.0
Ever/Body,2022,Challenger,40.0
Everly Health,2022,Challenger,173.0
Evernow,2022,Challenger,28.5
Evidium,2022,Enabler,7.22
evolvedMD,2022,Challenger,5.4
Exer,2022,Challenger,6.5
Expressable,2022,Challenger,15.0
Eye C Better,2022,Enabler,20.0
Faliam,2022,Enabler,5.0
Fathom (Healthcare Technology Systems),2022,Enabler,46.0
Fibronostics,2022,Enabler,6.5
Fifth Eye,2022,Enabler,5.4
First Dollar,2022,Enabler,13.96
FitLab,2022,Challenger,7.5
Fivos,2022,Enabler,23.9
Flexpa,2022,Enabler,8.0
Flexpa,2022,Enabler,8.5
Florence (Healthcare Technology Systems),2022,Enabler,27.0
Flourish Labs,2022,Challenger,6.37
Flume Health,2022,Enabler,30.0
flyte (Clinics/Outpatient Services),2022,Challenger,8.5
FoldHealth,2022,Enabler,6.0
FOLX,2022,Challenger,29.7
Foresight (Clinics/Outpatient Services),2022,Challenger,56.0
Forge Health,2022,Challenger,14.55
Forge Health,2022,Challenger,6.95
Fort Health,2022,Challenger,8.75
Forta,2022,Challenger,24.4
Fountain Life,2022,Challenger,15.0
Free Market Health,2022,Enabler,13.5
Freenome,2022,Enabler,290.0
Future,2022,Challenger,75.0
Gale Healthcare,2022,Enabler,60.0
Galileo (Clinics/Outpatient Services),2022,Challenger,60.0
Gallus Medical Detox Centers,2022,Challenger,7.48
GiftHealth,2022,Enabler,5.0
Global Premier Fertility,2022,Enabler,11.0
Greater Good Health,2022,Challenger,10.97
Grouper,2022,Enabler,6.0
Guaranteed(Clinics/Outpatient Services),2022,Challenger,6.5
H1 Insights,2022,Enabler,123.0
Harbor Health,2022,Challenger,9.51
Hatch (Healthcare Technology Systems),2022,Challenger,10.15
Hazel Health,2022,Challenger,51.5
Heading,2022,Challenger,5.38
Headlight (Clinics/Outpatient Services),2022,Challenger,5.3
Heads Up,2022,Enabler,5.17
Health Gorilla,2022,Enabler,50.0
Health Note,2022,Enabler,17.0
Health Outlook,2022,Enabler,5.57
HealthBridge,2022,Enabler,6.0
HealthCare.com,2022,Challenger,81.5
Healthee,2022,Enabler,26.0
Healthie,2022,Enabler,15.0
HealthJoy,2022,Enabler,35.0
HealthMyne,2022,Enabler,5.24
HeyJane,2022,Challenger,6.1
Hint Health,2022,Enabler,44.99
HomeFirst Home Healthcare,2022,Challenger,11.0
Homethrive,2022,Challenger,20.0
Homeward (Clinics/Outpatient Services),2022,Challenger,50.0
Homeward (Clinics/Outpatient Services),2022,Challenger,18.0
Hopscotch (Healthcare Services),2022,Challenger,8.0
Hopscotch Primary Care,2022,Challenger,28.75
House Rx (Other Healthcare Services),2022,Enabler,25.0
Howso,2022,Enabler,23.74
Huma.AI,2022,Enabler,9.57
ianacare,2022,Enabler,12.13
Imagine Pediatrics,2022,Challenger,5.0
Immertec,2022,Enabler,20.68
Inbound Health,2022,Enabler,18.0
InHome Therapy,2022,Challenger,22.0
InStride Health,2022,Challenger,25.96
Intelligent Locations,2022,Enabler,6.25
IntelyCare,2022,Enabler,115.0
Intiva Health,2022,Enabler,9.5
Intus Care,2022,Enabler,14.1
iScribeHealth,2022,Enabler,5.5
Iterative Health,2022,Enabler,150.0
January,2022,Challenger,
Jasper,2022,Challenger,25.0
Javara,2022,Challenger,30.0
Juno (Clinics/Outpatient Services),2022,Challenger,12.0
K4Connect,2022,Enabler,12.0
Kaizen Health,2022,Challenger,5.0
Kalderos,2022,Enabler,20.0
Kandu Health,2022,Challenger,43.0
KeyCare (Clinics/Outpatient Services),2022,Challenger,28.0
Kindbody,2022,Challenger,30.0
Kinetik (Enterprise Systems (Healthcare)),2022,Enabler,11.97
Kins (Clinics/Outpatient Services),2022,Challenger,7.2
Kintsugi (Healthcare Technology Systems),2022,Enabler,24.98
Klinic,2022,Challenger,
Kogniz,2022,Enabler,7.53
Komodo Health,2022,Enabler,200.0
Kyruus,2022,Enabler,35.1
Latitude Food Allergy Care,2022,Challenger,21.88
Lazarus 3D,2022,Enabler,6.02
Leal Health,2022,Enabler,20.0
Lifeforce,2022,Challenger,6.0
LifeLink Systems,2022,Enabler,5.73
LifeVoxel,2022,Enabler,5.59
Lin Health,2022,Enabler,6.0
Lirio,2022,Enabler,14.39
Little Otter,2022,Challenger,22.0
Lokavant,2022,Challenger,21.0
Lumata Health,2022,Challenger,6.92
Lumeon,2022,Enabler,
Lyra Health,2022,Challenger,235.0
Madaket,2022,Enabler,6.0
Mahmee,2022,Enabler,9.2
Mantra Health,2022,Challenger,22.0
MARABio,2022,Challenger,6.0
Maribel Health,2022,Challenger,25.3
Marigold Health,2022,Challenger,3.53
Matter Health,2022,Challenger,35.0
Maven,2022,Challenger,90.0
MayaMD,2022,Challenger,8.6
MDalgorithms,2022,Challenger,6.0
MDisrupt,2022,Enabler,6.0
Medallion,2022,Enabler,35.0
Medcase,2022,Enabler,10.91
Medely,2022,Enabler,90.0
Medically Home,2022,Challenger,110.0
Medici,2022,Challenger,30.0
MediGO (Healthcare Technology Systems),2022,Enabler,5.1
MedMinder,2022,Enabler,10.0
Medsien,2022,Enabler,5.08
MedTrainer,2022,Enabler,43.0
Medvanta,2022,Enabler,9.55
MedZed,2022,Challenger,5.98
Memora Health,2022,Enabler,40.0
Mendel,2022,Enabler,40.0
Micronoma,2022,Enabler,
Midi Health,2022,Challenger,9.0
Mighty Health,2022,Challenger,7.6
Minded,2022,Challenger,25.0
Mindera Health,2022,Enabler,20.3
Mindful Care,2022,Challenger,7.0
Monument,2022,Challenger,5.81
Mora Medical,2022,Challenger,6.0
Most Days,2022,Challenger,7.1
Motivo (Healthcare Technology Systems),2022,Enabler,14.0
Movn Health,2022,Challenger,19.72
Moxe,2022,Enabler,30.0
Mural Health,2022,Enabler,7.5
Naborforce,2022,Challenger,9.0
Navina,2022,Enabler,23.0
Ness Well,2022,Enabler,14.93
Neurotrack,2022,Enabler,10.0
Neurotrack,2022,Enabler,10.0
NexHealth,2022,Enabler,125.0
Nice Healthcare,2022,Challenger,30.0
Nimble (Medical Records Systems),2022,Enabler,14.75
nirvanaHealth,2022,Enabler,60.0
Nomad Health,2022,Enabler,
Nucleai,2022,Enabler,33.0
Nudj Health,2022,Challenger,10.0
Nue Life,2022,Challenger,15.0
Numo Health,2022,Enabler,7.6
NuvoAir Medical,2022,Challenger,25.0
Oath Care,2022,Enabler,6.0
ObjectiveHealth,2022,Enabler,7.54
Octagos,2022,Enabler,8.89
Olio (Business/Productivity Software),2022,Enabler,13.2
Omada (NAS: OMDA),2022,Challenger,192.0
Omada (NAS: OMDA),2022,Challenger,73.0
OMNY Health,2022,Enabler,17.0
On Belay Health Solutions,2022,Enabler,6.54
OncoHost,2022,Enabler,35.0
OneStep,2022,Challenger,9.0
OneStudyTeam,2022,Enabler,220.0
OpenEvidence,2022,Enabler,23.82
OpenLoop Health,2022,Enabler,8.0
Osmind,2022,Enabler,40.0
Ostro,2022,Enabler,28.0
Oui Therapeutics,2022,Challenger,26.0
Overalls,2022,Challenger,4.6
Owkin,2022,Enabler,50.0
Pager,2022,Challenger,22.0
Parachute (Healthcare Services),2022,Enabler,5.0
Particle Health,2022,Enabler,25.0
Pasadena Private Lending,2022,Enabler,20.0
Pathware,2022,Enabler,7.0
PatientIQ,2022,Enabler,17.5
PatientsLikeMe,2022,Enabler,26.0
PaxeraHealth,2022,Enabler,5.5
Pebble (Healthcare Services),2022,Challenger,12.0
Pelago,2022,Challenger,15.3
Penrod,2022,Enabler,
People Science,2022,Enabler,5.0
Perry Health,2022,Challenger,23.46
Perx Health,2022,Challenger,5.0
Pery,2022,Challenger,5.78
PHC Global,2022,Enabler,35.0
Photon (New York),2022,Enabler,6.4
PicnicHealth,2022,Enabler,60.0
Pine Park Health,2022,Challenger,43.3
Plume (Clinics/Virtual care),2022,Challenger,24.0
Policybot,2022,Enabler,
Porter (Enterprise Systems),2022,Enabler,5.54
Positive Development,2022,Challenger,37.26
Posterity Health,2022,Challenger,9.68
Power,2022,Enabler,6.95
Pramana,2022,Challenger,30.0
Prealize Health,2022,Enabler,7.34
Preveta,2022,Enabler,6.25
Primum,2022,Enabler,7.75
Probari,2022,Challenger,
Profi,2022,Enabler,6.0
ProofPilot,2022,Enabler,12.8
Proscia,2022,Enabler,36.62
Psych Hub,2022,Enabler,16.0
Pure Global,2022,Enabler,14.84
Pure Global,2022,Enabler,9.43
PurpleLab,2022,Enabler,40.0
QbDVision,2022,Enabler,15.0
QurHealth,2022,Enabler,14.0
Qventus,2022,Enabler,50.0
Radicle Science,2022,Enabler,6.0
RAIsonance,2022,Enabler,6.17
RealizedCare,2022,Enabler,12.12
ReferWell,2022,Enabler,5.45
Reframe (Other Healthcare Services),2022,Enabler,17.45
Regard,2022,Enabler,15.3
Renee,2022,Enabler,8.2
Reverence,2022,Enabler,9.26
Revero,2022,Challenger,5.0
Rhino (Medical Records Systems),2022,Enabler,6.7
Rhyme (Healthcare Technology Systems),2022,Enabler,25.0
Ria Health,2022,Challenger,18.0
Rippl Care,2022,Challenger,32.0
Ritten,2022,Enabler,6.0
Riva Health,2022,Enabler,7.25
Ro,2022,Challenger,100.0
RockStep,2022,Enabler,5.29
Roon,2022,Challenger,7.5
Rose Health,2022,Enabler,7.5
RTHM,2022,Challenger,6.1
Rula,2022,Challenger,56.0
Rupa Health,2022,Enabler,18.51
Rupa Health,2022,Enabler,19.88
RxLive (Clinics/Outpatient Services),2022,Challenger,5.2
SafeinHome,2022,Challenger,13.8
Sage (Healthcare Technology Systems),2022,Enabler,8.87
SamaCare,2022,Enabler,12.0
SaVia Health,2022,Enabler,9.0
Scope (Network Management Software),2022,Enabler,20.0
Scripta Insights,2022,Enabler,15.5
ScriptDrop,2022,Enabler,7.49
Season Health,2022,Challenger,34.0
Segmed,2022,Enabler,5.2
Sensi.AI,2022,Enabler,7.0
Sesame (Managed Care),2022,Enabler,50.76
Seventy Three Ventures,2022,Enabler,6.4
Shadowbox,2022,Enabler,8.0
ShiftMed,2022,Enabler,86.62
